ADD_UID,UNIT_DESIGNATOR,UNIT_NUMBER_PREFIX,UNIT_NUMBER,UNIT_NUMBER_SUFFIX,SITE_NAME,SUPER_FULL_SITE_DESCRIPTOR,CIVIC_NUMBER,CIVIC_NUMBER_SUFFIX,STREET_NAME,STREET_TYPE,IS_STREET_TYPE_PREFIX,STREET_DIRECTION,IS_STREET_DIRECTION_PREFIX,LOCALITY,LOCALITY_DESCRIPTOR,POSTAL_CODE,PROVINCE_CODE,STATUS,IS_OFFICIAL_ADDRESS,IS_PRIMARY,BLDG_UID,ADDRESS_DESCRIPTOR,SITE_POINT_DESCRIPTOR,FOOTPRINT_DESCRIPTOR,FOOTPRINT_ID,IS_NON_CIVIC_ADDRESS,NARRITIVE_LOCATION,IS_MAILING_ADDRESS,MAIL_PROVIDER,IS_ANNUNCIATOR,NUM_OF_UNITS,NEIGHBOURHOOD,ADDRESS_NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARENT_UID,FULL_ADDRESS,LAT,LONG
VAD10931,,,,,Acadia Park Residence - Tennis Crescent (2650),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2650,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2650 Tennis Crescent,-123.23743,49.263335
VAD10932,,,,,Acadia Park Residence - Yalta Place (5601),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5601,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5601 Yalta Place,-123.237677,49.264437
VAD10933,,,,,Acadia Park Residence - Montgomery Place (5621),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5621,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5621 Montgomery Place,-123.238947,49.264829
VAD10934,,,,,Acadia Park Residence - Tennis Crescent (2637),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2637,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2637 Tennis Crescent,-123.237965,49.263646
VAD10935,,,,,Acadia Park Residence - Tennis Crescent (2623),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2623,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2623 Tennis Crescent,-123.238208,49.263905
VAD10936,,,,,Acadia Park Residence - Montgomery Place (5628),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5628,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5628 Montgomery Place,-123.23883,49.26447
VAD10937,,,,,Acadia Park Residence - Melfa Lane (2602),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2602,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2602 Melfa Lane,-123.23718,49.264522
VAD10938,,,,,Acadia Park Residence - Montgomery Place (5601),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5601,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5601 Montgomery Place,-123.238134,49.265064
VAD10520,Building,,3,,Green College - D Commons,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10435,CampusBuilding,FrontDoor,Building,VBL10178,0,,0,,0,,Academic,,,,RACHELW,20200626210827,VAD10127,"6201 Cecil Green Park Road, Building 3",-123.256609,49.271293
VAD10482,,,,,Acadia House - 3 (106-110),Acadia House -- Acadia Park & Fairview Crescent Residence,2720,,Acadia,Road,0,,0,Vancouver,Municipality,V6T 1R9,BC,Current,1,0,VBL10308,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,0,12,Academic,,,,RACHELW,20200618210016,VAD10483,2720 Acadia Road,-123.235502,49.262682
VAD10831,,,,,Networks of Centres of Excellence,UBC Bookstore,2125,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,0,VBL10065,Occupant,FrontDoor,IndoorArea,,0,,1,CampusMail,0,0,Academic,,,,RACHELW,20210323192557,VAD11103,2125 East Mall,-123.25026,49.265013
VAD10544,,,,,Chancellor House - Townhouse (3),Chancellor House,6010,,Chancellor,Mews,0,,0,Vancouver,Municipality,V6T 2J5,BC,Current,1,0,VBL10387,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10705,6010 Chancellor Mews,-123.25161,49.271809
VAD10541,,,,,Chancellor House - Townhouse (2),Chancellor House,6018,,Chancellor,Mews,0,,0,Vancouver,Municipality,V6T 2J5,BC,Current,1,0,VBL10387,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10705,6018 Chancellor Mews,-123.251708,49.271774
VAD10538,,,,,Chancellor House - Townhouse (1),Chancellor House,6022,,Chancellor,Mews,0,,0,Vancouver,Municipality,V6T 2J5,BC,Current,1,0,VBL10387,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10705,6022 Chancellor Mews,-123.251832,49.271734
VAD10545,,,,,Chancellor House - Townhouse (4),Chancellor House,6006,,Chancellor,Mews,0,,0,Vancouver,Municipality,V6T 2J5,BC,Current,1,0,VBL10387,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10705,6006 Chancellor Mews,-123.251532,49.27185
VAD11206,,,,,Technology Enterprise Facility (TEF) 4 - Retail,Technology Enterprise Facility (TEF) 4,6160,,Agronomy,Road,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Pending,1,0,VBL10429,Commercial,FrontDoor,IndoorArea,,0,,0,,,0,Academic,,RACHELW,20200618231943,RACHELW,20210323192557,,6160 Agronomy Road,-123.245864,49.261556
VAD11203,,,,,Technology Enterprise Facility (TEF) 4 - Retail,Technology Enterprise Facility (TEF) 4,6170,,Agronomy,Road,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Pending,1,0,VBL10429,Commercial,FrontDoor,IndoorArea,,0,,0,,,0,Academic,,RACHELW,20200618232119,RACHELW,20210323192557,,6170 Agronomy Road,-123.24596,49.261522
VAD11204,,,,,Technology Enterprise Facility (TEF) 4 - Retail,Technology Enterprise Facility (TEF) 4,6180,,Agronomy,Road,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Pending,1,0,VBL10429,Commercial,FrontDoor,IndoorArea,,0,,0,,,0,Academic,,RACHELW,20200618232123,RACHELW,20210323192557,,6180 Agronomy Road,-123.246058,49.261488
VAD11199,,,,,Technology Enterprise Facility (TEF) 4,,2425,,Health Sciences,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Pending,1,1,VBL10429,OtherBuilding,FrontDoor,Building,VBL10429,0,,0,,,0,Academic,,RACHELW,20200618230932,RACHELW,20201210165114,,2425 Health Sciences Mall,-123.245623,49.261342
VAD11109,Building,,4,,UBC Botanical Garden - Lookout Tower,UBC Botanical Garden,6804,,Marine,Drive,0,SW,1,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10007,CampusBuilding,FrontDoor,Building,VBL10007,0,,0,,0,,Academic,,,,RACHELW,20200618223544,VAD11140,"6804 SW Marine Drive, Building 4",-123.251597,49.254071
VAD11111,Building,,2,,UBC Botanical Garden - Reception/Education,UBC Botanical Garden,6804,,Marine,Drive,0,SW,1,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10008,CampusBuilding,FrontDoor,Building,VBL10008,0,,0,,0,,Academic,,,,RACHELW,20200618223545,VAD11140,"6804 SW Marine Drive, Building 2",-123.251138,49.254095
VAD10268,,,,,Folio - Duplex (2C),Folio - Duplex,5988,,Chancellor,Boulevard,0,,0,Vancouver,Municipality,V6T 0A1,BC,Current,1,0,VBL10291,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20210618022717,VAD10284,5988 Chancellor Boulevard,-123.2509,49.272445
VAD11209,,,,,BCR9,,5768,,Gray,Avenue,0,,0,Vancouver,Municipality,V6S 0A9,BC,Pending,1,1,VBL10443,NeighbourhoodBldg,FrontDoor,,VBL10443,0,,0,,,,Wesbrook Place,,carmen.rida@ubc.ca,20200706204211,NIKT,20210617225155,,5768 Gray Avenue,-123.232394,49.252765
VAD10874,,,,,Acadia Park Presidents Row (102F),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5519,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5519 Presidents Row,-123.238803,49.265334
VAD10875,,,,,Acadia Park Presidents Row (102G),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5517,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5517 Presidents Row,-123.238762,49.265349
VAD10876,,,,,Acadia Park Presidents Row (103B),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5615,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5615 Presidents Row,-123.239788,49.265016
VAD10877,,,,,Acadia Park Presidents Row (103C),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5611,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5611 Presidents Row,-123.239757,49.265027
VAD10878,,,,,Acadia Park Presidents Row (103D),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5609,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5609 Presidents Row,-123.239665,49.26506
VAD10879,,,,,Acadia Park Presidents Row (103E),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5607,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5607 Presidents Row,-123.239632,49.265071
VAD10880,,,,,Acadia Park Presidents Row (103G),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5603,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5603 Presidents Row,-123.239434,49.265113
VAD10881,,,,,Acadia Park Presidents Row (103F),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5605,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5605 Presidents Row,-123.239469,49.2651
VAD10891,,,,,Acadia Park Presidents Row (103A),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5617,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11167,5617 Presidents Row,-123.239944,49.264948
VAD10948,,,,,Acadia Park Residence - Melfa Lane (2504),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2504,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2504 Melfa Lane,-123.23773,49.265214
VAD10949,,,,,Acadia Park Residence - Montgomery Place (5634),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5634,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5634 Montgomery Place,-123.239098,49.264582
VAD10950,,,,,Acadia Park Residence - Yalta Place (5644),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5644,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 2C2,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5644 Yalta Place,-123.238709,49.263823
VAD10677,,,,,Fairview Crescent Residence (Unit 28),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2628,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11162,2628 Fairview Crescent,-123.240646,49.263364
VAD10678,,,,,Fairview Crescent Residence (Unit 28),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2626,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11162,2626 Fairview Crescent,-123.240647,49.263364
VAD10679,,,,,Fairview Crescent Residence (Unit 28),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2622,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11162,2622 Fairview Crescent,-123.240674,49.2633
VAD10680,,,,,Fairview Crescent Residence (Unit 28),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2624,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11162,2624 Fairview Crescent,-123.240649,49.263335
VAD10681,,,,,Acadia Park Residence - Tennis Crescent (2638),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2638,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2638 Tennis Crescent,-123.237681,49.263597
VAD10682,,,,,Acadia Park Residence - Yalta Place (5603),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5603,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5603 Yalta Place,-123.237735,49.264436
VAD10684,,,,,Acadia Park Residence - Montgomery Place (5603),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5603,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5603 Montgomery Place,-123.238279,49.265013
VAD10696,,,,,Acadia Park Residence - Fairview Place (5603),Acadia Park Residence - Fairview Place -- Acadia Park & Fairview Crescent Residence,5603,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10437,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10992,5603 Fairview Place,-123.236792,49.263245
VAD10697,,,,,Acadia Park Residence - Melfa Lane (2502),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2502,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2502 Melfa Lane,-123.237758,49.265251
VAD10698,,,,,Acadia Park Residence - Melfa Lane (2609),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2609,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2609 Melfa Lane,-123.237011,49.26402
VAD10961,,,,,Acadia Park Residence - Yalta Place (5615),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5615,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5615 Yalta Place,-123.238076,49.264355
VAD10962,,,,,Acadia Park Residence - Montgomery Place (5626),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5626,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5626 Montgomery Place,-123.238758,49.264537
VAD10963,,,,,Acadia Park Residence - Montgomery Place (5623),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5623,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5623 Montgomery Place,-123.238989,49.264912
VAD10964,,,,,Acadia Park Residence - Montgomery Place (5643),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5643,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5643 Montgomery Place,-123.239652,49.264657
VAD10965,,,,,Acadia Park Residence - Montgomery Place (5600),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5600,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5600 Montgomery Place,-123.238155,49.264917
VAD10966,,,,,Acadia Park Residence - Montgomery Place (5619),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5619,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5619 Montgomery Place,-123.238821,49.264826
VAD10968,,,,,Acadia Park Residence - Yalta Place (5611),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5611,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5611 Yalta Place,-123.237975,49.264404
VAD10969,,,,,Acadia Park Residence - Yalta Place (5647),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5647,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5647 Yalta Place,-123.238927,49.264019
VAD10970,,,,,Acadia Park Residence - Yalta Place (5652),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5652,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 2C2,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5652 Yalta Place,-123.23895,49.263749
VAD10699,,,,,Acadia Park Residence - Tennis Crescent (2658),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2658,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2658 Tennis Crescent,-123.237356,49.263186
VAD10700,,,,,Acadia Park Residence - Fairview Place (5601),Acadia Park Residence - Fairview Place -- Acadia Park & Fairview Crescent Residence,5601,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10437,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10992,5601 Fairview Place,-123.236732,49.263267
VAD10701,,,,,Acadia Park Residence - Fairview Place (5611),Acadia Park Residence - Fairview Place -- Acadia Park & Fairview Crescent Residence,5611,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10437,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10992,5611 Fairview Place,-123.236996,49.263163
VAD10702,,,,,Acadia Park Residence - Montgomery Place (5605),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5605,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5605 Montgomery Place,-123.23841,49.265019
VAD10703,,,,,Acadia Park Residence - Pearkes Lane (2525),Acadia Park Residence - Pearkes Lane -- Acadia Park & Fairview Crescent Residence,2525,,Pearkes,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10440,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11005,2525 Pearkes Lane,-123.239367,49.26421
VAD10704,,,,,Acadia Park Residence - Yalta Place (5619),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5619,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5619 Yalta Place,-123.238176,49.264312
VAD10707,,,,,Acadia Park Residence - Tennis Crescent (2657),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2657,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2657 Tennis Crescent,-123.237674,49.263111
VAD10685,,,,,Acadia Park Residence - Melfa Lane (2603),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2603,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2603 Melfa Lane,-123.237427,49.26451
VAD10686,,,,,Acadia Park Residence - Pearkes Lane (2603),Acadia Park Residence - Pearkes Lane -- Acadia Park & Fairview Crescent Residence,2603,,Pearkes,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10440,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD11005,2603 Pearkes Lane,-123.239171,49.263974
VAD10688,,,,,Acadia Park Residence - Montgomery Place (5607),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5607,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5607 Montgomery Place,-123.238442,49.265093
VAD10951,,,,,Acadia Park Residence - Montgomery Place (5632),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5632,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5632 Montgomery Place,-123.239058,49.264609
VAD10952,,,,,Acadia Park Residence - Melfa Lane (2505),Acadia Park Residence - Melfa Lane -- Acadia Park & Fairview Crescent Residence,2505,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195039,VAD11160,2505 Melfa Lane,-123.237832,49.264899
VAD10953,,,,,Acadia Park Residence - Yalta Place (5645),Acadia Park Residence - Yalta Place -- Acadia Park & Fairview Crescent Residence,5645,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10438,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323195522,VAD10995,5645 Yalta Place,-123.238892,49.264045
VAD10954,,,,,Acadia Park Residence - Tennis Crescent (2655),Acadia Park Residence - Tennis Crescent -- Acadia Park & Fairview Crescent Residence,2655,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10436,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10574,2655 Tennis Crescent,-123.237628,49.263206
VAD10955,,,,,Acadia Park Residence - Montgomery Place (5644),Acadia Park Residence - Montgomery Place -- Acadia Park & Fairview Crescent Residence,5644,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10439,Residential,FrontDoor,IndoorArea,,0,,1,CampusMail,,1,Academic,,,,RACHELW,20210323192557,VAD10986,5644 Montgomery Place,-123.239344,49.264459
